Car_Image,Name,Model,In_Game_Price,car_source,stock_specs,Stock_Rating,Drive_Type,speed,handling,acceleration,launch,braking,Offroad,Top_Speed,0-60_Mph,0-100_Mph,car_perfs 6,car_source_1,car_source_2,Horse_Power,g-force
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_041.jpg?v=1,1930 Bentley 8 Litre,RARE CLASSICS,"1,500,000",Autoshow,D,181.0,RWD,3.7,3.5,2.4,1.8,1.8,5.7,103.1 Mph,16.0s,50.0s,0.63 g,Wheelspin,info_not_found,220,"5,600"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_040.jpg?v=1,1930 Bentley Blower 4-1/2 Litre Supercharged,VINTAGE RACERS,"4,000,000",Autoshow,D,207.0,RWD,3.7,3.3,2.1,2.3,1.9,5.8,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,175,"4,395"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_042.jpg?v=1,2016 Bentley Bentayga,SPORTS UTILITY HEROES,"180,000",Autoshow,A,727.0,AWD,7.0,5.0,6.2,7.4,4.0,6.5,192.6 Mph,4.4s,10.1s,0.92 g,Wheelspin,info_not_found,599,"5,340"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_043.jpg?v=1,2017 Bentley Continental Supersports,GT CARS,"200,000",Autoshow,A,769.0,AWD,7.6,6.1,8.0,9.1,5.8,4.9,210.1 Mph,3.5s,7.9s,0.92 g,Wheelspin,info_not_found,700,"5,029"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_044.jpg?v=1,1957 BMW Isetta 300 Export,CULT CARS,"45,000",Autoshow,D,100.0,RWD,1.8,3.4,1.2,2.7,2.4,4.7,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,13,920
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_516.jpg?v=1,1973 BMW 2002 TURBO,CLASSIC SPORTS CARS,"26,000",Barn,C,531.0,RWD,4.9,4.3,3.8,1.5,2.8,5.6,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,168,"2,381"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_045.jpg?v=3,1981 BMW M1,RETRO SUPERCARS,"585,000",Autoshow,B,629.0,RWD,5.9,5.0,4.4,3.1,3.2,4.7,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,277,"2,866"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_046.jpg?v=1,1988 BMW M5,RETRO SALOONS,"54,000",Autoshow,C,583.0,RWD,5.8,4.4,4.3,3.9,3.1,5.1,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,282,"3,230"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_047.jpg?v=2,1991 BMW M3,RETRO SALOONS,"70,000",Autoshow,C,583.0,RWD,5.6,4.7,4.3,3.4,3.1,4.9,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,215,"2,762"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_048.jpg?v=1,1995 BMW M5,RETRO SALOONS,"25,000",Autoshow,B,634.0,RWD,6.7,5.2,4.6,4.2,3.6,4.8,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,Accolade,342,"3,772"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_049.jpg?v=1,1997 BMW M3,RETRO SALOONS,"35,000",Autoshow,B,665.0,RWD,6.5,4.9,4.9,5.2,3.6,5.2,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,321,"3,219"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_050.jpg?v=1,2002 BMW M3-GTR,TRACK TOYS,"180,000",Autoshow,A,747.0,RWD,6.7,6.5,5.4,5.7,4.9,4.7,181.6 Mph,4.0s,9.4s,0.99 g,Wheelspin,info_not_found,375,"3,096"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_051.jpg?v=1,2002 BMW Z3 M Coupe,RETRO SPORTS CARS,"30,000",Autoshow,B,675.0,RWD,6.1,5.3,4.9,5.0,3.7,4.9,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,315,"3,170"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_052.jpg?v=1,2003 BMW M5,RETRO SALOONS,"30,000",Autoshow,B,694.0,RWD,7.1,5.5,5.0,5.2,3.8,5.1,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,394,"3,900"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_053.jpg?v=1,2005 BMW M3,RETRO SALOONS,"33,000",Autoshow,B,675.0,RWD,6.4,5.3,5.0,5.0,3.8,5.0,176.0 Mph,4.7s,11.6s,0.92 g,Wheelspin,info_not_found,333,"3,415"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_054.jpg?v=1,2008 BMW M3,SUPER SALOONS,"48,000",Autoshow,A,725.0,RWD,6.8,5.8,5.0,5.3,4.5,4.5,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,414,"3,649"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_055.jpg?v=1,2008 BMW Z4 M Coupe,MODERN SPORTS CARS,"82,000",Autoshow,B,694.0,RWD,6.4,5.8,5.4,4.9,4.3,5.2,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,330,"3,296"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_056.jpg?v=1,2009 BMW M5,SUPER SALOONS,"90,000",Autoshow,A,719.0,RWD,7.1,5.9,5.1,4.9,4.4,4.9,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,500,"4,012"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_057.jpg?v=1,2011 BMW 1 Series M Coupe,SUPER SALOONS,"55,000",Autoshow,A,712.0,RWD,6.4,5.9,5.2,5.4,4.5,4.8,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,335,"3,296"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_058.jpg?v=1,2011 BMW X5 M,SPORTS UTILITY HEROES,"100,000",Autoshow,B,666.0,AWD,6.4,4.8,5.9,6.6,3.7,6.3,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,547,"5,368"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_511.jpg?v=1,2011 BMW X5 M Forza Edition,EXTREME TRACK TOYS,"500,000",Other,S2,998.0,AWD,8.0,10.0,10.0,10.0,9.4,4.4,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,"1,014","2,756"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_059.jpg?v=1,2012 BMW M5,SUPER SALOONS,"112,000",Autoshow,A,766.0,RWD,7.4,6.0,5.3,5.6,4.8,4.6,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,552,"4,123"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_060.jpg?v=1,2013 BMW M6 Coupe,GT CARS,"120,000",Autoshow,A,758.0,RWD,7.5,5.8,5.0,5.2,5.9,4.6,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,560,"4,255"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_061.jpg?v=1,2014 BMW M4 Coupe,SUPER SALOONS,"92,000",Autoshow,A,782.0,RWD,7.1,6.2,5.3,5.6,6.5,4.7,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,431,"3,389"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_062.jpg?v=1,2015 BMW i8,MODERN SUPERCARS,"140,000",Autoshow,A,764.0,AWD,7.2,6.4,7.7,8.7,4.6,4.9,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,357,"3,380"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_063.jpg?v=1,2015 BMW X6 M,SPORTS UTILITY HEROES,"130,000",Wheelspin,B,687.0,AWD,6.5,4.9,6.0,6.6,4.1,5.8,info_not_found,info_not_found,info_not_found,info_not_found,Season Event,Festival Playlist,567,"5,185"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_064.jpg?v=1,2016 BMW M2 Coupé,SUPER SALOONS,"69,000",Autoshow,A,718.0,RWD,6.5,5.7,5.2,5.5,4.6,4.8,178.1 Mph,4.2s,10.0s,0.95 g,Wheelspin,info_not_found,365,"3,450"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_065.jpg?v=1,2016 BMW M4 GTS,TRACK TOYS,"135,000",Car Collection,S1,814.0,RWD,7.2,7.6,5.7,6.0,7.0,4.0,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,493,"3,329"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_066.jpg?v=1,2018 BMW M5,SUPER SALOONS,"105,000",Autoshow,A,784.0,AWD,7.6,6.1,8.7,9.7,6.2,5.1,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,600,"4,370"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_067.jpg?v=1,2019 BMW Z4 Roadster,MODERN SPORTS CARS,"35,000",Autoshow,A,751.0,RWD,6.7,6.0,5.6,6.0,4.4,4.6,182.6 Mph,4.4s,9.9s,0.99 g,Wheelspin,info_not_found,382,"3,252"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_068.jpg?v=1,1926 Bugatti Type 35 C,VINTAGE RACERS,"1,300,000",Autoshow,D,285.0,RWD,4.0,3.4,2.5,1.4,1.9,4.9,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,95,"1,676"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_069.jpg?v=1,1992 Bugatti EB110 Super Sport,RETRO SUPERCARS,"1,700,000",Autoshow,S1,805.0,AWD,8.3,6.5,8.0,3.8,5.2,4.9,227.7 Mph,3.6s,8.2s,1.11 g,Wheelspin,info_not_found,611,"3,126"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_070.jpg?v=1,2011 Bugatti Veyron Super Sport,HYPERCARS,"2,200,000",Autoshow,S2,913.0,AWD,9.9,7.9,10.0,5.9,8.6,4.9,268.1 Mph,2.4s,5.0s,1.26 g,Accolade,info_not_found,"1,183","4,044"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_071.jpg?v=1,2018 Bugatti Chiron,HYPERCARS,"2,400,000",Autoshow,S2,927.0,AWD,10.0,7.9,9.9,6.1,8.6,5.0,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,"1,479","4,398"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_072.jpg?v=1,2019 Bugatti Divo,EXTREME TRACK TOYS,"3,000,000",Autoshow,S2,958.0,AWD,9.6,9.9,10.0,6.2,9.5,4.4,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,"1,479","4,321"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_073.jpg?v=1,1970 Buick GSX,CLASSIC MUSCLE,"80,000",Autoshow,C,558.0,RWD,5.1,3.5,3.3,3.2,2.5,5.1,140.7 Mph,6.5s,13.5s,0.79 g,Wheelspin,info_not_found,360,"3,874"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_074.jpg?v=1,1987 Buick Regal GNX,RETRO MUSCLE,"130,000",Autoshow,C,564.0,RWD,5.7,4.0,3.8,2.5,2.5,5.5,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,300,"3,545"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_075.jpg?v=1,2016 Cadillac ATS-V,MODERN MUSCLE,"65,000",Autoshow,A,716.0,RWD,7.0,5.5,5.2,3.4,4.2,5.1,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,464,"3,700"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_076.jpg?v=1,2016 Cadillac CTS-V Sedan,MODERN MUSCLE,"80,000",Autoshow,A,761.0,RWD,7.2,5.3,4.9,5.2,4.4,4.7,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,Accolade,640,"4,128"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_077.jpg?v=1,2018 Can-Am Maverick X RS Turbo R,UTV'S,"25,000",Autoshow,B,670.0,AWD,3.9,3.7,6.8,9.6,4.5,9.7,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,172,"1,655"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_078.jpg?v=1,2013 Caterham Superlight R500,TRACK TOYS,"82,000",Autoshow,A,786.0,RWD,5.6,5.4,5.7,6.2,4.6,3.9,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,263,"1,116"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_497.jpg?v=1,1953 Chevrolet Corvette,CLASSIC SPORTS CARS,"210,000",Barn,D,366.0,RWD,3.6,4.0,2.3,1.1,2.0,5.6,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,160,"2,900"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_498.jpg?v=1,1953 Chevrolet Corvette Forza Edition,CLASSIC RACERS,"500,000",Wheelspin,A,800.0,RWD,6.5,6.1,5.8,6.2,4.8,3.7,info_not_found,info_not_found,info_not_found,info_not_found,Season Event,Festival Playlist,450,"2,205"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_079.jpg?v=1,1955 Chevrolet 150 Utility Sedan,RODS AND CUSTOMS,"35,000",Autoshow,D,360.0,RWD,4.5,3.5,3.2,2.5,2.0,5.8,123.1 Mph,9.7s,28.9s,0.73 g,Wheelspin,info_not_found,180,"3,309"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_080.jpg?v=1,1957 Chevrolet Bel Air,RODS AND CUSTOMS,"130,000",Autoshow,D,432.0,RWD,4.8,3.8,2.8,1.6,2.1,6.0,130.6 Mph,7.3s,19.6s,0.75 g,Wheelspin,info_not_found,220,"3,337"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_081.jpg?v=1,1960 Chevrolet Corvette,CLASSIC SPORTS CARS,"150,000",Car Collection,C,541.0,RWD,5.4,4.0,3.6,2.8,2.5,5.6,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,290,"3,080"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_082.jpg?v=1,1964 Chevrolet Impala Super Sport 409,RODS AND CUSTOMS,"46,000",Autoshow,C,544.0,RWD,5.5,3.6,3.4,3.0,2.3,5.4,150.4 Mph,6.3s,12.8s,0.76 g,Wheelspin,info_not_found,425,"3,877"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_083.jpg?v=1,1967 Chevrolet Corvette Stingray 427,CLASSIC MUSCLE,"150,000",Autoshow,B,623.0,RWD,5.5,4.3,3.9,3.0,3.1,5.8,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,435,"3,384"
